SalePrice,GrLivArea,GarageArea,OverallQual,Street,SaleCondition
103000,1208,539,4,Pave,Normal
236500,1616,608,8,Pave,Normal
187500,1146,438,7,Pave,Normal
222500,2031,541,7,Pave,Normal
131400,1144,264,5,Pave,Normal
108000,948,300,5,Pave,Family
163000,1768,320,7,Pave,Normal
93500,1040,400,3,Pave,Normal
239900,1801,800,8,Pave,Normal
179000,1200,0,5,Pave,Alloca
190000,1728,572,7,Pave,Normal
132000,1432,360,5,Pave,Abnorml
142000,912,288,6,Pave,Normal
179000,1349,539,7,Pave,Normal
175000,1464,480,5,Pave,Normal
180000,1337,462,8,Pave,Normal
299800,2715,831,8,Pave,Normal
236000,2256,554,7,Pave,Normal
265979,2640,864,7,Pave,Normal
260400,1720,527,7,Pave,Normal
98000,1529,240,4,Pave,Normal
96500,1140,0,4,Pave,Normal
162000,1320,400,7,Pave,Normal
217000,1494,576,6,Pave,Normal
275500,2098,878,8,Pave,Normal
156000,1026,440,6,Pave,Normal
172500,1471,440,6,Pave,Normal
212000,1768,578,8,Pave,Normal
158900,1386,440,6,Pave,Abnorml
179400,1501,440,7,Pave,Normal
290000,2531,752,8,Pave,Normal
127500,864,300,6,Pave,Normal
100000,1301,440,5,Pave,Normal
215200,1547,614,7,Pave,Normal
337000,2365,856,8,Pave,Normal
270000,1494,481,8,Pave,Normal
264132,1506,592,9,Pave,Partial
196500,1714,496,7,Pave,Normal
160000,1750,423,6,Pave,Normal
216837,1836,484,7,Pave,Normal
538000,3279,841,8,Pave,Normal
134900,858,576,5,Pave,Normal
102000,1220,396,4,Pave,Normal
107000,1117,672,6,Pave,Abnorml
114500,912,275,5,Pave,Normal
395000,1973,895,8,Pave,Partial
162000,1204,412,6,Pave,Normal
221500,1614,865,7,Pave,Partial
142500,894,440,5,Pave,Normal
144000,2020,630,5,Pave,Normal
135000,1004,504,6,Pave,Normal
176000,1253,402,7,Pave,Normal
175900,1603,484,6,Pave,Normal
187100,1430,605,7,Pave,Normal
165500,1110,602,5,Pave,Normal
128000,1484,0,6,Pave,Normal
161500,1342,457,6,Pave,Normal
139000,1652,416,5,Pave,Normal
233000,2084,618,7,Pave,Normal
107900,901,281,4,Pave,Normal
187500,2087,444,6,Pave,Normal
160200,1145,397,7,Pave,Normal
146800,1062,539,6,Pave,Normal
269790,2013,455,7,Pave,Normal
225000,1496,474,8,Pave,Partial
194500,1895,409,7,Pave,Normal
171000,1564,476,6,Pave,Normal
143500,1285,528,6,Pave,Normal
110000,773,240,5,Pave,Abnorml
485000,3140,820,9,Pave,Partial
175000,1768,240,5,Pave,Normal
200000,1688,603,6,Pave,Normal
109900,1196,440,4,Pave,Normal
189000,1456,410,7,Pave,Normal
582933,2822,1020,9,Pave,Partial
118000,1128,286,5,Pave,Family
227680,1428,554,7,Pave,Partial
135500,980,384,5,Pave,Normal
223500,1576,528,5,Pave,Normal
159950,1086,484,5,Pave,Normal
106000,2138,360,5,Pave,Normal
181000,1309,484,6,Pave,Normal
144500,848,420,6,Pave,Normal
55993,1044,504,5,Grvl,Alloca
157900,1442,301,6,Pave,Normal
116000,1250,280,5,Pave,Normal
224900,1661,598,7,Pave,Normal
137000,1008,275,5,Pave,Normal
271000,1689,857,8,Pave,Normal
155000,1052,440,6,Pave,Normal
224000,1358,484,7,Pave,Partial
183000,1640,595,7,Pave,Normal
93000,936,576,4,Pave,Normal
225000,1733,433,7,Pave,Family
139500,1489,240,6,Pave,Normal
232600,1489,776,8,Pave,Partial
385000,2084,1220,10,Pave,Partial
109500,784,0,5,Pave,Normal
189000,1434,527,7,Pave,Normal
185000,2126,538,5,Pave,Abnorml
147400,1223,480,7,Pave,Normal
166000,1392,458,6,Pave,Normal
151000,1200,480,7,Pave,Normal
237000,1829,613,7,Pave,Normal
167000,1516,472,6,Pave,Normal
139950,1144,456,5,Pave,Normal
128000,1067,436,4,Pave,Normal
153500,1559,812,5,Pave,Normal
100000,987,264,6,Pave,Normal
144000,1099,352,5,Pave,Normal
130500,1200,240,5,Pave,Normal
140000,1482,400,6,Pave,Normal
157500,1539,686,5,Pave,Normal
174900,1165,490,6,Pave,Normal
141000,1800,0,5,Pave,Normal
153900,1416,720,5,Pave,Normal
171000,1701,611,5,Pave,Normal
213000,1775,425,7,Pave,Normal
133500,864,338,5,Pave,Normal
240000,2358,360,6,Pave,Normal
187000,1855,512,6,Pave,Normal
131500,848,420,6,Pave,Normal
215000,1456,400,8,Pave,Normal
164000,1646,240,7,Pave,Normal
158000,1445,645,6,Pave,Normal
170000,1779,454,5,Pave,Abnorml
127000,1040,260,5,Pave,Normal
147000,1026,576,6,Pave,Normal
174000,1481,343,6,Pave,Normal
152000,1370,479,7,Pave,Family
250000,2654,619,6,Pave,Normal
189950,1426,216,7,Pave,Normal
131500,1039,504,5,Pave,Normal
152000,1097,480,6,Pave,Normal
132500,1148,672,5,Pave,Normal
250580,1372,529,7,Pave,Partial
148500,1002,902,5,Pave,Normal
248900,1646,870,8,Pave,Partial
129000,1120,544,4,Pave,Normal
169000,2320,672,5,Pave,Normal
236000,1949,574,7,Pave,Normal
109500,894,308,5,Pave,Normal
200500,1682,523,6,Pave,Normal
116000,910,414,5,Pave,Normal
133000,1268,288,5,Pave,Normal
66500,1131,200,5,Pave,Abnorml
303477,2610,550,8,Pave,Partial
132250,1040,648,4,Pave,Normal
350000,2224,738,9,Pave,Normal
148000,1155,576,5,Pave,Normal
136500,864,336,5,Pave,Normal
157000,1090,450,5,Pave,Normal
187500,1717,400,7,Pave,Normal
178000,1593,389,6,Pave,Normal
118500,2230,440,4,Pave,Normal
100000,892,288,5,Pave,Normal
328900,1709,506,9,Pave,Abnorml
145000,1712,588,5,Pave,Family
135500,1393,300,5,Pave,Normal
268000,2217,621,8,Pave,Normal
149500,1505,505,6,Pave,Normal
122900,924,576,5,Pave,Normal
172500,1683,440,6,Pave,Normal
154500,1068,264,6,Pave,Normal
165000,1383,354,5,Pave,Normal
118858,1535,400,5,Pave,Alloca
140000,1796,483,6,Pave,Normal
106500,951,327,4,Pave,Abnorml
142953,2240,528,5,Pave,Alloca
611657,2364,820,9,Pave,Partial
135000,1236,288,5,Pave,Normal
110000,858,684,4,Pave,Normal
153000,1306,756,5,Pave,Normal
180000,1509,393,7,Pave,Normal
240000,1670,690,7,Pave,Partial
125500,902,288,5,Pave,Normal
128000,1063,280,5,Pave,Normal
255000,1636,865,8,Pave,Normal
250000,2057,180,7,Pave,Normal
131000,902,484,5,Pave,Normal
174000,1484,390,6,Pave,Normal
154300,2274,480,5,Pave,Normal
143500,1268,252,5,Pave,Normal
88000,1015,450,5,Pave,Abnorml
145000,2002,871,5,Pave,Normal
173733,1224,528,6,Pave,Partial
75000,1092,286,4,Pave,Normal
35311,480,308,2,Pave,Abnorml
135000,1229,284,4,Pave,Normal
238000,2127,833,7,Pave,Normal
176500,1414,601,6,Pave,Normal
201000,1721,471,6,Pave,Normal
145900,2200,0,5,Pave,Normal
169990,1316,397,6,Pave,Partial
193000,1617,533,6,Pave,Normal
207500,1686,612,6,Pave,Normal
175000,1126,540,5,Pave,Abnorml
285000,2374,656,8,Pave,Normal
176000,1978,486,7,Pave,Normal
236500,1788,522,8,Pave,Normal
222000,2236,642,7,Pave,Normal
201000,1466,610,8,Pave,Normal
117500,925,429,5,Pave,Normal
320000,1905,788,9,Pave,Normal
190000,1500,570,7,Pave,Normal
242000,2069,505,7,Pave,Normal
79900,747,528,4,Pave,Normal
184900,1200,555,7,Pave,Normal
253000,1971,689,7,Pave,Normal
239799,1962,868,7,Pave,Partial
244400,2403,349,7,Pave,Normal
150900,1728,574,6,Pave,Normal
214000,2060,390,7,Pave,Normal
150000,1440,0,4,Pave,Abnorml
143000,1632,576,5,Pave,Normal
137500,1344,525,6,Pave,Abnorml
124900,1869,456,5,Pave,Normal
143000,1144,796,5,Pave,Normal
270000,1629,808,8,Pave,Normal
192500,1776,474,7,Pave,Normal
197500,1381,676,6,Pave,Normal
129000,864,720,5,Pave,Normal
119900,965,300,5,Pave,Abnorml
133900,768,396,5,Pave,Normal
172000,1968,530,5,Pave,Normal
127500,980,0,6,Pave,AdjLand
145000,1958,492,6,Pave,Normal
124000,1229,462,6,Pave,Normal
132000,1057,576,5,Pave,Normal
185000,1337,531,7,Pave,Normal
155000,1416,484,7,Pave,Normal
116500,858,0,5,Pave,Normal
272000,2872,619,6,Pave,Normal
155000,1548,440,6,Pave,Normal
239000,1800,702,9,Pave,Normal
214900,1894,510,7,Pave,Normal
178900,1484,393,6,Pave,Partial
160000,1308,256,5,Pave,Normal
135000,1098,260,5,Pave,Normal
37900,968,0,3,Pave,Abnorml
140000,1095,264,6,Pave,Normal
135000,1192,0,4,Pave,Abnorml
173000,1626,474,7,Pave,Normal
99500,918,264,6,Pave,Normal
182000,1428,480,7,Pave,Partial
167500,2019,532,7,Pave,Normal
165000,1382,490,7,Pave,Normal
85500,869,0,4,Pave,Normal
199900,1241,569,7,Pave,Partial
110000,894,400,4,Pave,Abnorml
139000,1121,480,5,Pave,Normal
178400,999,588,7,Pave,Normal
336000,2612,676,8,Pave,Normal
159895,1266,388,7,Pave,Normal
255900,2290,779,8,Pave,Normal
126000,1734,539,5,Pave,Normal
125000,1164,240,5,Pave,Normal
117000,1635,255,6,Pave,Normal
395192,1940,606,9,Pave,Partial
195000,2030,551,6,Pave,Normal
197000,1576,614,7,Pave,Partial
348000,2392,870,8,Pave,Normal
168000,1742,424,8,Pave,Normal
187000,1851,440,6,Pave,Normal
173900,1500,564,6,Pave,Partial
337500,1718,786,10,Pave,Normal
121600,1230,305,4,Pave,Abnorml
136500,1050,368,5,Pave,Normal
185000,1442,615,6,Pave,Normal
91000,1077,210,3,Pave,Normal
206000,1208,632,7,Pave,Normal
82000,944,528,3,Pave,Normal
86000,691,216,5,Pave,Abnorml
232000,1574,824,8,Pave,Normal
136905,1680,528,5,Pave,Normal
181000,1504,457,7,Pave,Normal
149900,985,328,5,Pave,Normal
163500,1657,484,6,Pave,Normal
88000,1092,286,4,Pave,Normal
240000,1710,550,7,Pave,Normal
102000,1522,0,5,Pave,Normal
135000,1271,312,5,Pave,Normal
100000,1664,0,5,Pave,Normal
165000,1502,180,6,Pave,Normal
85000,1022,280,5,Pave,Normal
119200,1082,240,6,Pave,Normal
227000,1665,528,8,Pave,Normal
203000,1504,478,7,Pave,Normal
187500,1360,565,8,Pave,Abnorml
160000,1472,402,7,Pave,Normal
213490,1506,440,7,Pave,Normal
176000,1132,451,4,Pave,Normal
194000,1220,632,7,Pave,Partial
87000,1248,160,5,Pave,Normal
191000,1504,437,7,Pave,Normal
287000,2898,665,8,Pave,Abnorml
112500,882,461,5,Pave,Normal
167500,1264,461,5,Pave,Normal
293077,1646,800,8,Pave,Partial
105000,1376,240,5,Pave,Normal
118000,1218,264,6,Pave,Normal
160000,1928,0,5,Pave,Normal
197000,3082,672,7,Pave,Normal
310000,2520,796,8,Pave,Abnorml
230000,1654,900,7,Pave,Normal
119750,954,240,5,Pave,Normal
84000,845,290,4,Pave,Normal
315500,1620,912,9,Pave,Normal
287000,2263,905,8,Pave,Normal
97000,1344,0,4,Pave,Normal
80000,630,286,4,Pave,Normal
155000,1803,484,5,Pave,Normal
173000,1632,484,6,Pave,Normal
196000,1306,624,6,Pave,Normal
262280,2329,514,7,Pave,Normal
278000,2524,542,8,Pave,Normal
139600,1733,452,3,Pave,Normal
556581,2868,716,9,Pave,Partial
145000,990,672,5,Pave,Normal
115000,1771,336,5,Pave,Normal
84900,930,308,4,Pave,Abnorml
176485,1302,436,7,Pave,Partial
200141,1316,440,7,Pave,Partial
165000,1977,540,6,Pave,Normal
144500,1526,364,5,Pave,Normal
255000,1989,586,8,Pave,Normal
180000,1523,478,6,Pave,Abnorml
185850,1364,484,7,Pave,Normal
248000,1850,467,7,Pave,Normal
335000,2184,836,9,Pave,Normal
220000,1991,432,6,Pave,Normal
213500,1338,582,8,Pave,Normal
81000,894,1248,3,Grvl,Normal
90000,2337,560,5,Pave,Normal
110500,1103,440,6,Pave,Normal
154000,1154,480,5,Pave,Normal
328000,2260,533,7,Pave,Normal
178000,1571,380,6,Pave,Normal
167900,1611,442,6,Pave,Normal
151400,2521,576,6,Pave,Normal
135000,893,576,5,Pave,Normal
135000,1048,286,5,Pave,Normal
154000,1556,441,6,Pave,Normal
91500,1456,280,5,Pave,Normal
159500,1426,440,6,Pave,Normal
194000,1240,826,7,Pave,Normal
219500,1740,240,7,Pave,Normal
170000,1466,566,5,Pave,Normal
138800,1096,299,5,Pave,Abnorml
155900,848,420,6,Pave,Normal
126000,990,299,5,Pave,Normal
145000,1258,528,6,Pave,Abnorml
133000,1040,308,5,Pave,Normal
192000,1459,527,7,Pave,Normal
160000,1251,461,6,Pave,Normal
187500,1498,409,6,Pave,Normal
147000,996,564,6,Pave,Normal
83500,1092,286,4,Pave,Normal
252000,1953,1043,8,Pave,Normal
137500,1709,380,7,Pave,Normal
197000,1247,550,8,Pave,Normal
92900,1040,400,3,Pave,Normal
160000,1252,462,7,Pave,Normal
136500,1694,576,6,Pave,Normal
146000,1200,884,5,Pave,Normal
129000,936,308,5,Pave,Normal
176432,1314,440,6,Pave,Normal
127000,1355,0,6,Pave,Normal
170000,1088,461,8,Pave,Normal
128000,1324,240,4,Pave,Normal
157000,1601,478,7,Pave,Abnorml
60000,438,246,2,Pave,Normal
119500,950,280,5,Pave,Normal
135000,1134,254,5,Pave,Family
159500,1194,539,6,Pave,Normal
106000,1302,440,5,Pave,Normal
325000,2622,712,8,Pave,Normal
179900,1442,719,7,Pave,Normal
274725,2021,422,7,Pave,Partial
181000,1690,463,6,Pave,Abnorml
280000,1836,862,8,Pave,Normal
188000,1658,431,6,Pave,Normal
205000,1964,483,7,Pave,Normal
129900,816,308,5,Pave,Normal
134500,1008,240,5,Pave,Normal
117000,833,326,5,Pave,Normal
318000,1734,928,8,Pave,Partial
184100,1419,527,8,Pave,Normal
130000,894,450,5,Pave,Normal
140000,1601,300,5,Pave,Normal
133700,1040,286,5,Pave,Normal
118400,1012,308,6,Pave,Normal
212900,1552,782,7,Pave,Partial
112000,960,288,4,Pave,Abnorml
118000,698,0,5,Pave,Normal
163900,1482,392,7,Pave,Normal
115000,1005,672,4,Pave,Normal
174000,1555,660,7,Pave,Normal
259000,1530,630,7,Pave,Family
215000,1959,434,7,Pave,Normal
140000,936,672,5,Pave,Normal
135000,1981,576,4,Pave,Normal
93500,974,0,5,Pave,Abnorml
117500,2210,205,6,Pave,Normal
239500,2020,466,8,Pave,Normal
169000,1600,460,6,Pave,Normal
102000,986,180,6,Pave,Normal
119000,1252,288,6,Pave,Abnorml
94000,1020,0,5,Pave,Normal
196000,1567,714,6,Pave,Normal
144000,1167,495,5,Pave,Normal
139000,952,840,5,Pave,Abnorml
197500,1868,484,5,Pave,Normal
424870,2828,1052,8,Pave,Partial
80000,1006,0,5,Pave,Normal
80000,924,280,4,Pave,Normal
149000,1576,225,5,Pave,Family
180000,1298,403,6,Pave,Normal
174500,1564,234,7,Pave,Normal
116900,1111,288,7,Pave,Normal
143000,1482,324,7,Pave,Normal
124000,932,306,6,Pave,Normal
149900,1466,528,5,Pave,Normal
230000,1811,470,6,Pave,Abnorml
120500,816,432,6,Pave,Normal
201800,1820,492,7,Pave,Normal
218000,1437,528,5,Pave,Normal
179900,1265,502,5,Pave,Normal
230000,1314,626,7,Pave,Normal
235128,1580,830,8,Pave,Partial
185000,1876,540,6,Pave,Normal
146000,1456,440,6,Pave,Normal
224000,1640,924,6,Pave,Normal
129000,894,450,5,Pave,Normal
108959,1258,400,4,Pave,Alloca
194000,1432,588,5,Pave,Normal
233170,1502,644,7,Pave,Partial
245350,1694,776,8,Pave,Normal
173000,1671,472,6,Pave,Normal
235000,2108,540,6,Pave,Normal
625000,3627,807,10,Pave,Normal
171000,1118,358,6,Pave,Normal
163000,1261,433,6,Pave,Normal
171900,1250,625,7,Pave,Normal
200500,3086,0,5,Pave,Normal
239000,2345,360,6,Pave,Normal
285000,2872,541,8,Pave,Normal
119500,923,264,5,Pave,Normal
115000,1224,210,6,Pave,Normal
154900,1343,186,5,Pave,Normal
93000,1124,0,5,Pave,Normal
250000,2514,693,7,Pave,Normal
392500,1652,482,8,Pave,Partial
745000,4476,813,10,Pave,Abnorml
120000,1130,720,5,Pave,Normal
186700,1572,995,5,Grvl,Normal
104900,1221,392,5,Pave,Normal
95000,1699,420,3,Pave,Abnorml
262000,1624,757,8,Pave,Normal
195000,1660,493,7,Pave,Normal
189000,1804,442,7,Pave,Normal
168000,1622,1356,4,Pave,Normal
174000,1441,492,8,Pave,Normal
125000,1472,250,5,Pave,Normal
165000,1224,402,6,Pave,Normal
158000,1352,299,6,Pave,Normal
176000,1456,400,6,Pave,Normal
219210,1863,660,7,Pave,Partial
144000,1690,225,7,Pave,Normal
178000,1212,573,7,Pave,Normal
148000,1382,459,4,Pave,Normal
116050,864,280,4,Pave,Abnorml
197900,1779,546,7,Pave,Normal
117000,1348,216,5,Pave,Normal
213000,1630,451,7,Pave,Normal
153500,1074,495,5,Pave,Normal
271900,2196,701,7,Pave,Normal
107000,1056,384,4,Pave,Normal
200000,1700,544,6,Pave,Normal
140000,1283,506,5,Pave,Normal
290000,1660,500,8,Pave,Partial
189000,1845,462,6,Pave,Normal
164000,1752,492,8,Pave,Normal
113000,672,234,4,Pave,Normal
145000,960,364,4,Pave,Normal
134500,999,300,5,Pave,Normal
125000,894,384,5,Pave,Normal
112000,1902,539,6,Pave,Normal
229456,1314,552,8,Pave,Partial
80500,912,0,4,Pave,Normal
91500,1218,0,6,Pave,Abnorml
115000,912,288,5,Pave,Abnorml
134000,1211,322,5,Pave,Normal
143000,1846,315,6,Pave,Normal
137900,2136,528,5,Pave,Normal
184000,1490,388,7,Pave,Normal
145000,1138,264,6,Pave,Normal
214000,1933,668,6,Pave,Normal
147000,912,576,5,Pave,Normal
367294,1702,1052,9,Pave,Partial
127000,1507,404,5,Pave,Normal
190000,2620,600,5,Pave,Normal
132500,1190,540,5,Pave,Normal
101800,1224,462,4,Pave,Normal
142000,1188,531,5,Pave,Abnorml
130000,1964,0,5,Pave,Abnorml
138887,1784,180,5,Pave,Normal
175500,1626,474,7,Pave,Normal
195000,1948,434,7,Pave,Normal
142500,1141,484,6,Pave,Abnorml
265900,1484,472,8,Pave,Normal
224900,1768,543,7,Pave,Normal
248328,1689,954,7,Pave,Partial
170000,1173,528,7,Pave,Family
465000,2076,850,10,Pave,Partial
230000,1517,400,8,Pave,Normal
178000,1868,477,6,Pave,Abnorml
186500,1553,615,7,Pave,Partial
169900,1034,888,6,Pave,Normal
129500,2058,396,6,Pave,Normal
119000,988,276,5,Pave,Normal
244000,2110,522,7,Pave,Normal
171750,1405,478,7,Pave,Normal
130000,874,288,5,Pave,Normal
294000,2167,518,7,Pave,Normal
165400,1656,397,7,Pave,Normal
127500,1367,560,6,Pave,Normal
301500,1987,691,8,Pave,Normal
99900,864,0,5,Pave,Normal
190000,1166,400,7,Pave,Normal
151000,1054,460,6,Pave,Normal
181000,1675,502,6,Pave,Normal
128900,1050,338,5,Pave,Normal
161500,1788,304,4,Pave,Normal
180500,1824,520,6,Pave,Normal
181000,1337,511,6,Pave,Abnorml
183900,1452,506,7,Pave,Normal
122000,1889,308,7,Pave,Normal
378500,2018,746,9,Pave,Normal
381000,3447,1014,8,Pave,Normal
144000,1524,315,5,Pave,Normal
260000,1524,586,7,Pave,Normal
185750,1489,462,6,Pave,Normal
137000,935,288,5,Pave,Normal
177000,1357,312,6,Pave,Normal
139000,1250,552,5,Pave,Normal
137000,1920,400,5,Pave,Normal
162000,1395,497,6,Pave,Normal
197900,1724,480,6,Pave,Normal
237000,2031,577,8,Pave,Normal
68400,1128,528,4,Pave,Abnorml
227000,1573,544,7,Pave,Normal
180000,1339,484,7,Pave,Normal
150500,1040,484,5,Pave,Normal
139000,1824,0,6,Pave,Normal
169000,2447,336,6,Pave,Normal
132500,1412,280,6,Pave,Normal
143000,1328,528,6,Pave,Normal
190000,1582,390,5,Pave,Normal
278000,1659,499,8,Pave,Normal
281000,1970,753,8,Pave,Partial
180500,1152,484,5,Pave,Normal
119500,1302,264,5,Pave,Normal
107500,2372,432,5,Pave,Normal
162900,1664,528,7,Pave,Normal
115000,864,572,5,Pave,Normal
138500,1052,288,5,Pave,Normal
155000,1128,525,5,Pave,Normal
140000,1072,525,6,Pave,Partial
160000,5642,1418,10,Pave,Partial
154000,1246,305,5,Pave,Normal
225000,1983,490,7,Pave,Normal
177500,1494,213,6,Pave,Normal
290000,2526,844,8,Pave,Normal
232000,1616,834,7,Pave,Normal
130000,1708,380,7,Pave,Normal
325000,1652,840,9,Pave,Normal
202500,1368,474,7,Pave,Partial
138000,990,480,5,Pave,Normal
147000,1122,528,5,Pave,Normal
179200,1294,496,6,Pave,Normal
335000,1902,567,7,Pave,Normal
203000,1274,508,7,Pave,Partial
302000,2810,750,8,Pave,Normal
333168,2599,779,9,Pave,Normal
119000,948,280,4,Pave,Normal
206900,2112,576,6,Pave,Normal
295493,1630,860,8,Pave,Normal
208900,1352,466,7,Pave,Partial
275000,1787,748,8,Pave,Normal
111000,948,248,4,Pave,Normal
156500,1478,442,6,Pave,Normal
72500,720,287,3,Pave,Normal
190000,1923,564,7,Pave,Normal
82500,708,0,4,Pave,Normal
147000,1795,895,8,Pave,Partial
55000,796,0,4,Pave,Normal
79000,774,0,3,Pave,Normal
130500,816,264,5,Pave,Normal
256000,2792,520,6,Pave,Normal
176500,1632,462,7,Pave,Normal
227000,1588,825,8,Pave,Normal
132500,954,576,5,Pave,Normal
100000,816,288,4,Pave,Normal
125500,1360,297,5,Pave,Normal
125000,1365,440,5,Pave,Normal
167900,1334,630,6,Pave,Normal
135000,1656,506,5,Pave,Normal
52500,693,0,4,Pave,Normal
200000,1861,492,7,Pave,Normal
128500,864,288,5,Pave,Normal
123000,872,480,4,Pave,Normal
155000,1114,576,6,Pave,Normal
228500,2169,647,8,Pave,Normal
177000,1913,342,6,Pave,Normal
155835,1456,440,7,Pave,Partial
108500,960,308,4,Pave,Normal
262500,2156,508,7,Pave,Normal
283463,1776,712,8,Pave,Partial
215000,1494,514,7,Pave,Normal
122000,2358,0,8,Pave,Normal
200000,2634,968,5,Pave,Normal
171000,1716,490,6,Pave,Normal
134900,1176,624,6,Pave,Normal
410000,3238,666,8,Pave,Normal
235000,1865,839,7,Pave,Normal
170000,1920,487,7,Pave,Normal
110000,892,264,5,Pave,Normal
149900,1078,500,5,Pave,Normal
177500,1573,440,6,Pave,Normal
315000,1980,770,9,Pave,Normal
189000,2601,621,5,Pave,Normal
260000,1530,430,7,Pave,Normal
104900,1738,368,4,Pave,Normal
156932,1412,432,6,Pave,Partial
144152,1200,480,7,Pave,Abnorml
216000,1674,663,7,Pave,Normal
193000,1790,588,7,Pave,Abnorml
127000,1475,336,5,Pave,Normal
144000,848,420,6,Pave,Normal
232000,1668,502,8,Pave,Normal
105000,1374,338,4,Pave,Normal
165500,1661,377,6,Pave,Normal
274300,2097,583,7,Pave,Normal
466500,2633,804,10,Pave,Normal
250000,1958,936,7,Pave,Normal
239000,1571,722,8,Pave,Partial
91000,790,160,6,Pave,Normal
117000,1604,660,5,Pave,Normal
83000,987,264,6,Pave,Normal
167500,1394,400,5,Pave,Normal
58500,864,200,3,Pave,Normal
237500,2117,550,6,Pave,Normal
157000,1762,576,7,Pave,Normal
112000,1416,576,5,Pave,Normal
105000,1258,280,6,Pave,Normal
125500,1154,240,4,Pave,Normal
250000,2784,564,7,Pave,Normal
136000,2526,216,6,Pave,Family
377500,1746,758,9,Pave,Normal
131000,1218,440,6,Pave,Normal
235000,1525,541,7,Pave,Normal
124000,1584,792,5,Pave,Normal
123000,900,288,5,Pave,Normal
163000,1912,672,6,Pave,Normal
246578,1500,648,7,Pave,Partial
281213,2482,642,8,Pave,Normal
160000,1687,572,5,Pave,Normal
137500,1513,180,5,Pave,Normal
138000,1904,240,5,Pave,Normal
137450,1608,216,6,Pave,Normal
120000,1158,208,6,Pave,Normal
193000,1593,398,6,Pave,Normal
193879,1294,662,7,Pave,Partial
282922,1464,754,8,Pave,Normal
105000,1214,936,3,Pave,Family
275000,1646,482,8,Pave,Normal
133000,768,396,5,Pave,Normal
112000,833,0,5,Pave,Normal
125500,1363,528,4,Pave,Normal
215000,2093,542,7,Pave,Normal
230000,1840,622,7,Pave,Normal
140000,1668,271,6,Pave,Normal
90000,1040,420,4,Pave,Normal
257000,1844,620,8,Pave,Abnorml
207000,1848,370,6,Pave,Normal
175900,1569,660,7,Pave,Normal
122500,2290,560,4,Pave,Normal
340000,2450,1069,8,Pave,Normal
124000,1144,336,5,Pave,Normal
223000,1844,540,6,Pave,Normal
179900,1416,776,6,Pave,Normal
127500,1069,440,6,Pave,Normal
136500,848,420,6,Pave,Normal
274970,2201,432,6,Pave,Alloca
144000,1344,484,5,Pave,Normal
142000,1252,528,6,Pave,Normal
271000,2127,525,7,Pave,Normal
140000,1558,288,5,Pave,Normal
119000,804,240,5,Pave,Abnorml
182900,1440,467,6,Pave,Normal
192140,1838,372,5,Pave,Normal
143750,958,440,6,Pave,Normal
64500,968,216,4,Pave,Normal
186500,1792,451,6,Pave,Normal
160000,1126,484,5,Pave,Normal
174000,1537,462,6,Pave,Abnorml
120500,864,528,4,Pave,Normal
394617,1932,774,8,Pave,Partial
149700,1236,923,6,Pave,Normal
197000,1725,550,7,Pave,Normal
191000,2555,672,6,Pave,Normal
149300,848,420,6,Pave,Normal
310000,2007,812,10,Pave,Normal
121000,952,192,6,Pave,Normal
179600,1422,626,7,Pave,Normal
129000,913,240,6,Pave,Normal
157900,1188,312,5,Pave,Normal
240000,2090,556,8,Pave,Normal
112000,1346,384,4,Pave,Normal
92000,630,0,5,Pave,Abnorml
136000,1792,0,5,Pave,Normal
287090,1578,840,8,Pave,Partial
145000,1072,525,5,Pave,Normal
84500,1140,0,5,Pave,Abnorml
185000,1221,400,7,Pave,Normal
175000,1647,460,6,Pave,Normal
210000,2073,500,6,Pave,Normal
266500,2340,252,7,Pave,Normal
142125,1078,240,5,Pave,Normal
147500,1256,276,5,Pave,Normal
