ID,Year_Birth,Dt_Customer,Recency,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumWebPurchases,NumStorePurchases,Response
8800,1943,01-02-2013,53,8,206,160,49,7,5,1
9224,1972,12-12-2012,81,8,53,11,0,8,5,0
5519,1956,07-08-2013,8,58,161,76,51,6,4,1
5046,1958,23-01-2014,97,138,354,160,169,10,7,0
7037,1974,11-08-2013,50,55,134,15,0,4,8,0
905,1986,22-10-2013,38,17,18,6,10,4,3,0
8624,1958,06-02-2013,61,33,493,59,103,4,10,0
8945,1970,16-08-2013,46,0,11,0,1,4,4,0
6445,1967,14-07-2013,73,101,405,29,40,4,6,0
2727,1973,04-12-2013,19,21,69,39,3,3,6,0
6404,1969,24-03-2013,10,7,89,0,7,4,6,0
11074,1977,09-04-2014,94,92,391,194,11,3,10,0
10150,1961,21-11-2013,10,28,873,29,18,7,7,1
1968,1971,02-12-2013,37,1,5,10,0,1,2,0
6534,1974,04-01-2014,94,0,29,0,5,2,3,0
9485,1986,10-03-2014,23,9,49,24,3,2,6,0
7053,1966,29-06-2013,75,28,674,91,28,3,8,0
4654,1992,07-11-2013,40,12,523,63,60,3,5,0
9760,1963,25-01-2013,24,0,71,0,0,10,10,1
1048,1972,14-07-2013,11,3,67,8,9,3,4,1
10619,1994,03-12-2012,29,29,890,250,27,7,7,1
9308,1954,11-05-2013,51,61,265,138,61,3,6,0
10505,1960,26-12-2013,86,19,154,50,9,3,7,0
8362,1982,07-08-2013,9,19,403,0,19,7,6,1
2625,1954,17-11-2013,30,29,56,30,32,3,7,0
4637,1954,18-05-2013,73,64,464,146,0,6,9,0
9972,1955,13-04-2014,25,0,2,0,0,1,3,0
4483,1993,17-04-2013,67,26,473,220,12,2,6,0
4487,1969,24-01-2013,67,20,25,2,7,2,4,1
4988,1948,04-05-2014,58,6,20,0,5,1,4,0
8931,1986,18-05-2014,82,99,431,237,149,11,10,0
5871,1979,31-08-2012,98,28,217,10,24,6,6,0
2008,1978,10-02-2014,93,23,384,250,12,4,9,0
3139,1982,30-12-2013,53,111,704,145,55,4,10,0
10037,1993,04-05-2014,66,152,335,93,91,5,6,0
10673,1976,17-11-2013,6,80,466,17,13,6,5,0
5303,1974,08-04-2014,42,0,510,99,21,6,9,0
538,1989,10-02-2014,78,9,27,16,9,1,4,0
7922,1951,12-08-2012,29,0,72,12,0,11,10,0
5692,1989,22-12-2012,82,4,3,8,9,1,3,0
4843,1952,22-05-2014,92,35,305,46,17,2,5,0
6383,1971,25-05-2014,78,0,15,2,1,3,3,0
1628,1971,24-10-2013,54,21,311,167,75,9,4,0
1204,1970,22-05-2013,45,0,447,23,71,11,11,0
3673,1971,14-07-2013,59,17,238,23,24,7,11,0
760,1975,09-08-2013,8,7,76,110,15,8,9,0
8957,1952,10-06-2013,51,86,249,75,86,6,5,0
4128,1962,20-07-2013,51,12,54,16,6,7,7,0
6810,1983,28-05-2013,76,98,606,48,70,3,6,1
5386,1953,04-03-2013,62,24,790,160,45,5,5,1
8700,1986,22-12-2012,86,7,14,7,16,2,3,0
3202,1987,01-10-2012,60,0,48,0,0,4,10,0
1328,1982,16-02-2014,56,42,144,55,48,4,9,0
8405,1979,30-09-2013,83,25,51,23,25,4,5,0
6515,1977,06-12-2013,92,2,18,2,8,2,3,0
2882,1975,01-10-2012,31,28,142,49,18,3,9,0
7574,1979,10-05-2014,80,0,13,2,4,2,3,0
6387,1976,08-05-2014,39,0,17,0,0,2,3,0
5320,1973,29-01-2013,20,7,58,6,3,3,4,1
5048,1971,11-05-2013,53,6,43,19,5,3,2,0
8146,1976,11-05-2014,84,0,8,2,0,1,2,0
10031,1976,10-02-2013,50,2,23,3,1,3,4,0
5748,1965,01-12-2012,96,27,44,4,146,5,6,1
2134,1952,17-08-2012,94,5,233,69,41,5,8,0
1523,1973,07-05-2014,25,2,15,2,2,2,4,0
9665,1957,27-04-2013,48,3,30,4,0,5,5,0
4640,1967,21-09-2012,65,85,171,25,123,4,13,0
3635,1962,07-05-2014,69,0,37,7,0,6,8,0
3547,1969,30-12-2012,12,7,9,6,16,2,3,1
2456,1975,14-10-2013,84,4,46,0,17,2,5,0
5633,1980,25-06-2014,47,12,84,13,10,3,6,0
7801,1959,12-09-2013,87,107,227,7,59,5,11,0
10489,1973,19-08-2013,35,21,925,31,24,6,9,1
7011,1973,12-10-2012,47,2,27,0,9,3,4,0
2620,1974,13-04-2013,48,0,2,0,0,1,2,1
3933,1980,13-10-2012,46,36,234,86,72,10,6,0
10981,1988,02-02-2014,27,137,400,45,137,3,10,0
1734,1968,17-01-2013,37,0,11,4,2,3,4,0
10995,1988,12-11-2012,8,5,30,8,7,3,4,0
6357,1959,17-11-2013,29,35,75,63,57,7,7,0
9209,1971,14-10-2012,85,138,430,60,92,4,13,0
10286,1962,03-02-2014,2,8,407,150,35,2,13,0
2611,1959,01-08-2012,66,55,445,168,18,2,12,0
1600,1965,11-10-2013,60,3,77,10,3,6,5,0
3308,1952,03-01-2014,54,9,12,2,11,2,4,0
5407,1954,12-09-2013,70,17,133,11,0,10,7,0
2166,1960,12-07-2013,55,1,3,0,0,0,2,0
3955,1965,22-06-2014,20,1,1,1,0,0,0,0
6634,1979,07-08-2013,78,3,18,0,0,2,3,0
3056,1978,14-10-2013,63,43,337,42,87,11,9,0
5718,1950,15-08-2013,17,168,108,192,42,5,6,1
6872,1974,21-08-2013,43,3,84,4,7,4,8,0
8164,1978,25-11-2013,13,93,651,49,55,5,7,0
4580,1969,25-10-2013,46,22,708,89,91,9,9,1
9305,1976,12-05-2013,65,26,640,180,37,4,13,0
453,1956,29-06-2014,1,0,12,0,1,2,3,0
8545,1954,21-03-2014,6,17,311,45,69,2,10,1
9850,1972,29-11-2012,32,6,7,0,0,0,3,0
7378,1981,31-08-2012,34,5,136,7,5,10,6,0
7646,1989,18-02-2014,70,63,282,137,35,5,12,0
1640,1954,22-06-2014,49,0,16,0,6,1,4,0
5184,1995,26-03-2014,65,2,11,2,0,1,2,0
8492,1978,09-11-2013,25,0,545,95,58,8,10,0
11188,1957,25-02-2014,84,10,19,8,17,2,3,0
1212,1973,13-08-2013,7,25,292,130,41,8,6,0
9097,1956,03-11-2013,34,8,32,7,2,3,8,0
10473,1956,10-09-2012,38,19,288,25,0,6,9,1
7962,1987,09-10-2013,1,21,449,106,20,4,4,1
9984,1981,27-03-2013,25,16,144,28,5,8,4,1
5527,1987,13-02-2013,25,12,11,3,13,2,3,0
6374,1954,17-05-2013,50,2,31,0,2,5,4,0
7453,1954,02-02-2013,46,43,127,68,56,3,4,1
8952,1953,05-11-2012,96,46,288,20,38,6,10,0
241,1952,12-05-2013,57,31,345,75,31,4,11,0
8975,1968,26-01-2014,47,3,21,2,1,3,2,0
6119,1963,10-05-2013,52,0,3,0,0,1,2,0
5236,1979,25-08-2012,30,0,396,232,178,10,8,0
5723,1976,11-01-2014,63,1,31,2,1,1,5,0
1710,1978,07-03-2013,51,20,66,0,12,6,4,0
1970,1968,10-09-2012,14,0,21,7,0,3,3,0
5313,1971,18-04-2014,20,0,11,0,0,2,4,0
10634,1951,19-04-2014,56,67,165,30,43,4,8,0
7010,1965,07-04-2014,41,114,254,132,152,6,7,0
8562,1969,28-05-2013,72,4,73,15,6,2,7,0
3158,1973,03-01-2013,1,3,6,6,5,1,3,0
4436,1976,20-02-2013,27,42,24,15,20,2,4,0
5287,1973,19-06-2014,77,2,26,4,1,3,3,0
2445,1974,07-07-2013,87,1,24,0,0,2,3,0
6059,1953,04-03-2013,81,36,168,16,0,11,4,1
4550,1966,24-06-2014,51,0,3,0,0,1,3,0
4240,1978,03-11-2012,79,9,16,17,0,2,2,0
8911,1967,08-04-2013,11,53,172,116,77,5,9,0
3706,1978,21-08-2013,54,8,29,0,12,2,2,1
3628,1987,29-01-2013,93,8,11,19,12,2,2,0
10175,1958,01-08-2013,0,0,2,0,0,1,3,0
8985,1964,04-11-2012,54,80,161,120,11,10,10,0
5204,1971,29-06-2013,21,98,733,110,112,8,5,1
9220,1971,17-01-2013,58,172,961,125,115,8,5,1
9888,1969,25-06-2014,3,81,356,106,50,4,7,0
5263,1977,22-01-2013,99,10,13,3,8,1,3,0
1020,1973,12-05-2014,70,60,568,110,133,5,7,0
9503,1980,29-08-2012,65,33,130,41,26,5,5,0
10613,1958,26-02-2014,44,1,16,2,2,3,4,0
67,1972,18-09-2013,6,0,16,0,0,2,4,0
6019,1971,30-03-2014,9,3,9,4,4,1,2,1
5863,1953,29-05-2013,95,0,134,13,26,6,8,0
3717,1959,23-04-2014,70,24,29,6,24,5,6,0
6730,1954,03-11-2012,92,1,14,0,0,2,3,0
10749,1991,18-09-2012,62,18,66,7,12,0,0,0
4998,1962,23-05-2014,85,30,415,63,33,4,4,0
6287,1986,30-07-2013,2,0,16,0,0,1,2,1
5985,1965,13-10-2012,0,1,37,0,1,2,4,0
4754,1966,25-09-2013,91,11,33,13,6,2,4,0
4002,1960,13-10-2013,3,96,333,168,53,7,12,0
8870,1984,13-11-2012,68,12,141,43,39,6,5,1
966,1966,05-07-2013,98,13,91,17,6,6,11,0
4767,1965,07-04-2014,41,114,254,132,152,6,7,0
9725,1966,05-06-2014,16,0,3,0,0,1,2,0
4475,1949,16-02-2013,82,22,780,145,0,7,9,0
5740,1970,14-02-2013,1,2,12,7,5,1,2,1
5731,1983,05-04-2013,64,0,13,2,0,1,3,0
7290,1985,05-10-2012,68,44,534,17,0,3,12,0
3846,1974,29-08-2012,98,5,53,0,5,6,4,0
8104,1951,09-08-2013,32,0,12,0,0,5,5,0
4507,1952,27-11-2012,87,28,491,30,14,6,8,0
11013,1987,31-03-2013,84,28,282,184,54,2,6,0
4491,1949,01-10-2012,3,0,45,0,0,3,10,0
3759,1958,25-07-2013,34,19,181,12,0,7,11,0
1162,1987,10-01-2013,23,83,267,85,59,5,11,1
2055,1973,19-05-2014,37,0,8,4,2,1,2,0
10766,1964,11-04-2014,22,19,69,12,0,4,8,0
4415,1961,12-09-2012,19,4,4,3,3,1,3,0
3005,1992,01-05-2014,7,117,678,134,44,4,8,1
2223,1965,03-08-2012,52,33,249,64,116,8,8,0
4817,1956,04-08-2012,91,2,7,0,4,1,2,0
2875,1978,04-03-2014,93,44,382,11,8,3,13,0
10536,1971,25-05-2014,78,0,15,2,1,3,3,0
11112,1966,03-12-2012,23,114,279,82,76,5,8,0
3807,1955,30-11-2012,83,21,176,19,21,9,9,0
9197,1953,24-02-2014,92,0,5,2,0,2,3,0
10832,1958,18-07-2013,4,10,30,4,10,6,6,0
6421,1961,03-07-2013,32,178,555,77,138,4,9,0
4207,1981,01-05-2013,27,44,107,58,44,6,11,0
577,1976,20-08-2013,10,1,7,0,3,1,3,0
10855,1968,22-01-2014,9,14,77,19,10,4,8,0
3081,1978,22-04-2013,65,2,6,2,0,1,2,0
3535,1965,17-03-2014,68,108,334,65,92,4,5,0
247,1971,17-11-2012,16,10,125,21,13,7,4,1
8707,1956,22-08-2012,12,42,548,64,83,5,4,1
9523,1982,17-08-2013,95,0,8,2,0,0,3,0
6072,1970,02-02-2013,16,57,842,99,38,5,6,1
6295,1977,04-02-2013,46,8,158,21,0,11,5,0
10914,1970,12-10-2013,3,1,7,2,1,1,3,0
1509,1958,04-01-2013,80,27,103,106,54,9,4,1
5577,1983,03-05-2014,77,0,9,2,1,1,2,0
7348,1958,17-03-2014,0,130,411,240,32,4,5,1
1127,1973,29-05-2014,62,19,843,25,95,6,7,0
1833,1974,26-04-2014,91,8,18,19,8,2,4,0
4944,1959,23-08-2013,24,23,389,42,21,4,7,0
9080,1972,22-06-2013,2,4,22,3,3,3,3,0
6466,1965,12-03-2014,22,0,9,2,1,2,4,0
9964,1979,07-08-2013,56,50,100,55,30,4,8,0
4790,1958,02-06-2014,54,8,216,21,16,4,5,0
10245,1986,31-10-2012,71,80,369,67,39,3,8,0
1109,1982,23-04-2013,38,0,5,0,0,1,2,0
6001,1979,02-01-2013,62,35,160,58,35,5,10,0
5538,1975,08-10-2013,78,161,430,186,161,4,6,1
10552,1979,20-05-2013,18,54,109,80,9,4,7,0
1545,1986,02-08-2013,95,19,206,25,19,7,5,0
7409,1970,26-10-2013,66,2,30,7,7,4,6,0
4444,1972,24-03-2014,28,0,16,7,6,2,3,0
146,1960,15-11-2013,78,53,400,17,93,4,11,0
6271,1952,19-06-2014,13,0,8,0,0,2,3,0
10065,1970,03-08-2013,27,4,13,15,8,2,4,0
4741,1974,30-01-2014,17,32,70,21,32,6,9,0
246,1965,31-05-2014,71,9,57,20,21,4,7,0
375,1954,25-02-2013,79,56,449,86,33,2,11,0
1524,1983,01-03-2013,1,45,115,30,160,8,5,1
10022,1973,09-02-2014,78,0,4,0,0,1,2,0
7451,1960,17-02-2014,23,19,711,125,115,4,9,0
11010,1984,30-08-2013,75,3,18,3,1,3,3,0
4356,1971,28-08-2013,70,28,140,0,14,3,5,0
3885,1983,16-10-2013,10,2,18,3,0,1,2,1
1175,1983,20-09-2013,24,39,54,64,28,3,3,1
880,1966,16-01-2013,47,23,11,8,6,2,2,0
2320,1978,12-09-2013,98,11,59,23,5,11,6,0
850,1968,06-10-2013,4,28,215,84,28,6,9,0
4713,1979,22-11-2012,15,0,42,2,1,2,4,0
675,1973,17-05-2013,67,0,93,7,13,4,5,0
5025,1979,24-12-2013,32,17,23,43,20,2,4,0
2308,1954,18-11-2012,40,5,137,26,23,6,5,0
5995,1962,18-12-2012,54,3,147,4,24,6,5,1
6749,1966,08-08-2012,78,47,494,82,47,5,6,0
1010,1977,24-04-2014,94,0,17,3,1,1,3,0
8977,1985,12-01-2013,51,3,4,2,3,0,3,0
4756,1952,20-12-2013,42,29,818,0,33,7,11,1
3412,1951,15-01-2013,67,8,53,11,0,2,9,0
606,1967,10-10-2013,87,1,2,2,0,1,2,0
5961,1978,07-06-2014,29,4,20,6,3,1,3,0
2975,1976,12-11-2012,89,42,864,219,30,6,9,0
2894,1985,29-10-2013,74,138,750,0,19,7,8,1
7613,1974,24-05-2014,97,5,107,11,8,5,6,0
10542,1968,05-08-2012,63,4,34,2,4,3,3,0
8015,1962,03-05-2013,88,76,395,116,0,4,9,1
10617,1989,22-05-2014,34,4,10,2,2,3,3,0
11166,1961,02-02-2013,81,5,56,3,2,6,4,0
849,1953,20-06-2013,65,48,133,39,72,6,10,0
523,1989,31-01-2013,51,0,26,7,15,2,4,0
4066,1978,11-05-2014,76,5,8,4,8,2,2,0
8414,1962,17-08-2013,76,0,12,0,0,2,4,0
819,1945,05-11-2013,84,124,249,50,38,6,13,0
4961,1974,21-01-2014,56,0,25,2,2,2,4,0
749,1981,19-11-2013,31,7,59,2,4,3,3,1
5430,1956,14-09-2012,0,0,171,8,19,9,8,0
7755,1954,12-11-2013,91,3,39,0,0,9,4,0
10525,1986,13-10-2012,40,0,8,0,0,1,2,1
1453,1943,06-07-2013,59,40,183,52,20,9,13,0
8310,1964,29-08-2012,96,126,196,91,112,10,7,0
10710,1979,29-08-2012,61,2,3,3,0,1,2,0
5031,1974,22-09-2012,14,35,731,39,137,5,11,1
2613,1960,03-04-2014,16,6,37,6,13,1,6,0
213,1963,28-05-2014,98,0,11,0,0,2,3,0
967,1976,21-07-2013,11,9,112,19,14,5,9,1
1077,1974,05-12-2012,52,105,239,237,172,7,4,0
7959,1961,29-05-2014,19,80,483,123,13,3,5,0
640,1951,11-03-2013,61,80,329,138,17,7,10,0
4252,1965,23-03-2014,73,5,28,7,7,4,6,0
8432,1956,14-09-2012,0,0,171,8,19,9,8,0
6218,1965,20-10-2012,74,4,29,0,0,8,7,0
6905,1994,22-08-2012,55,45,604,34,26,6,10,0
5922,1974,13-10-2013,48,0,6,0,0,4,5,0
3598,1972,23-05-2013,53,35,83,7,29,4,12,0
6116,1968,05-07-2013,13,13,18,10,7,1,3,0
6263,1968,22-08-2012,34,9,37,12,7,2,4,0
10486,1948,29-05-2013,54,75,162,29,151,4,8,0
2410,1969,22-01-2014,69,40,425,158,60,3,8,0
193,1996,17-02-2014,81,0,2,3,3,1,2,0
3363,1974,17-03-2014,99,6,3,7,6,1,3,0
8278,1990,26-08-2012,3,83,547,86,99,8,5,0
10660,1957,12-01-2014,61,7,35,0,0,8,4,0
8686,1979,08-01-2013,65,23,15,0,18,2,3,0
1604,1960,13-11-2013,93,2,19,8,8,2,6,0
5907,1952,03-11-2012,24,0,8,0,0,1,2,0
10669,1981,17-05-2013,8,21,64,62,21,3,10,0
2918,1981,13-04-2013,72,5,19,0,4,2,4,0
5735,1991,13-02-2014,29,120,915,94,144,3,10,0
359,1950,13-01-2013,33,14,83,6,9,8,6,0
8387,1957,05-01-2013,68,8,76,6,0,4,5,0
1829,1961,19-01-2013,55,0,60,0,0,9,4,1
3839,1958,03-05-2013,76,12,3,21,6,2,3,0
9392,1971,08-05-2014,17,1,11,0,0,1,2,0
2292,1985,02-08-2013,94,4,8,2,0,1,3,0
10466,1965,22-08-2013,86,2,20,2,2,1,4,0
9855,1952,25-08-2013,25,0,101,0,0,6,13,0
4088,1962,06-12-2012,22,1,28,13,1,3,4,0
5231,1974,27-02-2014,15,2,7,0,2,1,3,0
590,1970,22-12-2012,35,66,549,216,66,5,4,1
8732,1969,17-11-2012,81,0,70,37,14,7,10,1
2315,1960,20-04-2014,55,0,11,17,29,1,2,0
3515,1952,17-02-2014,94,13,34,10,6,4,4,0
2245,1969,22-04-2013,50,2,51,4,2,2,4,0
6283,1968,21-04-2013,64,15,100,20,7,9,9,0
2246,1965,01-09-2013,91,12,23,29,15,2,4,0
6606,1969,31-03-2013,11,34,137,15,0,5,10,0
5545,1972,05-04-2014,72,8,259,34,35,3,5,0
7342,1961,09-09-2012,6,142,113,259,151,6,12,0
837,1977,11-09-2013,0,6,57,13,13,2,5,0
9500,1959,25-01-2013,66,104,169,102,78,9,8,0
3602,1958,31-12-2013,42,3,29,4,5,3,4,0
234,1979,10-10-2012,60,2,8,4,3,1,2,1
2995,1957,17-08-2013,64,10,689,84,10,3,9,0
1118,1956,20-02-2013,87,13,85,8,6,10,5,0
7789,1965,22-11-2013,96,100,801,21,66,6,10,0
3068,1990,29-10-2013,1,12,9,0,14,2,3,0
8955,1957,16-02-2014,54,0,4,0,0,1,2,0
945,1965,22-05-2013,53,3,25,3,2,3,4,0
5644,1957,12-10-2013,96,3,24,4,3,5,7,0
7192,1955,15-04-2013,58,73,93,95,78,2,10,0
2324,1972,27-10-2013,12,38,242,50,34,7,11,0
697,1969,12-03-2013,78,59,913,25,19,5,6,0
3439,1972,31-10-2012,64,6,39,6,13,4,5,0
1506,1975,28-06-2013,26,9,45,3,15,2,4,1
232,1965,17-07-2013,8,83,88,32,14,4,10,0
8876,1963,08-08-2012,49,0,16,0,0,3,4,0
4500,1991,06-10-2013,56,0,505,99,30,4,10,0
9739,1963,19-01-2013,55,0,22,3,1,2,2,0
10395,1986,22-08-2012,25,45,3,4,6,3,3,0
1176,1973,22-09-2013,50,6,4,3,1,1,2,0
1627,1957,26-01-2013,84,61,109,48,122,5,9,0
938,1981,30-07-2013,30,1,7,2,1,2,2,0
2740,1958,22-09-2013,81,1,16,3,2,2,4,0
257,1959,28-04-2013,74,12,180,47,12,5,9,0
4058,1955,12-10-2013,76,15,106,20,7,11,8,0
7736,1986,22-10-2012,36,7,12,2,2,2,2,1
8210,1975,15-08-2013,64,3,17,4,7,4,8,0
833,1955,30-03-2014,62,0,14,0,0,3,3,0
6230,1971,15-02-2013,53,5,59,7,1,5,4,0
7325,1986,29-06-2013,86,0,11,2,1,1,3,0
1307,1978,09-02-2014,15,5,8,8,3,3,4,0
1502,1983,21-03-2013,67,3,19,3,3,2,3,0
6211,1976,02-05-2014,47,0,9,0,1,1,3,0
843,1971,26-05-2014,47,0,280,60,147,8,11,0
4174,1956,17-04-2014,81,1,19,2,0,2,4,0
9757,1972,04-10-2013,98,15,414,99,30,5,12,0
6918,1989,04-07-2013,56,4,13,8,0,1,3,0
286,1952,29-11-2013,48,11,35,0,4,2,5,0
11086,1984,18-01-2014,18,6,2,3,6,1,3,0
1921,1967,03-10-2013,74,1,12,3,0,2,3,0
4138,1962,24-05-2014,68,106,147,54,115,5,7,0
7718,1947,20-04-2014,36,51,270,101,0,1,5,0
1291,1978,04-08-2012,90,9,121,12,12,6,4,0
6862,1971,18-05-2014,65,1,3,1,1,0,0,0
4136,1992,03-12-2012,63,17,18,8,26,3,2,0
803,1968,05-04-2013,82,0,5,0,0,0,2,0
4298,1973,24-03-2014,63,0,4,0,0,1,2,0
10833,1975,24-05-2014,55,19,133,12,0,8,13,0
9606,1965,27-08-2013,64,29,514,38,29,4,6,1
8534,1952,16-07-2013,51,28,259,12,48,6,13,0
5153,1967,22-02-2013,97,59,265,115,59,11,11,1
961,1972,12-09-2013,92,27,421,13,195,7,5,0
5011,1963,18-10-2013,51,23,123,10,23,8,4,0
6653,1970,30-07-2012,72,0,87,4,11,7,5,1
9094,1955,03-08-2012,39,15,47,20,0,7,3,1
810,1975,12-05-2014,49,81,86,168,91,4,11,0
5493,1976,19-03-2014,21,0,2,0,0,1,2,0
2147,1969,16-08-2013,91,63,946,219,189,4,11,0
5107,1973,19-05-2014,37,0,8,4,2,1,2,0
3979,1983,22-05-2013,98,17,672,23,34,6,8,1
6049,1982,05-12-2013,85,51,415,90,69,7,11,0
8147,1960,06-07-2013,40,0,11,0,0,2,3,0
1857,1952,06-03-2014,2,0,12,0,2,2,2,1
3910,1975,08-10-2013,78,161,430,186,161,4,6,1
5207,1963,24-09-2012,41,6,152,8,6,9,6,1
11114,1970,08-02-2013,94,4,9,6,8,2,3,0
5429,1948,20-08-2013,10,1,33,2,1,4,4,0
9400,1958,21-06-2014,73,26,611,44,18,6,6,0
1740,1944,07-04-2014,22,38,104,50,9,7,4,0
7488,1963,22-01-2013,30,15,186,151,38,5,13,0
195,1972,26-08-2012,21,17,52,3,19,5,4,1
635,1966,19-03-2013,51,5,64,7,0,9,7,0
7527,1968,21-11-2012,97,6,29,12,15,2,3,0
10319,1971,26-02-2013,56,12,96,16,12,3,11,0
2296,1975,16-12-2013,4,2,11,2,2,1,2,0
10637,1964,01-01-2013,77,0,27,8,30,3,3,0
2931,1978,21-09-2012,95,21,106,55,63,6,9,0
907,1975,29-11-2013,36,6,71,4,0,5,7,0
3698,1983,09-08-2012,13,185,687,145,55,4,8,1
9516,1971,18-08-2012,90,54,239,99,98,9,10,1
679,1957,20-09-2012,49,4,20,0,0,1,3,0
7384,1951,21-07-2013,18,61,204,34,26,7,7,0
5043,1951,05-11-2012,89,23,78,133,49,4,5,0
5267,1970,14-03-2013,43,2,18,2,1,1,3,0
339,1972,23-11-2012,82,0,24,6,0,9,5,1
2516,1969,08-06-2013,84,2,10,6,4,1,2,0
9010,1972,10-02-2013,80,147,842,137,42,5,10,1
378,1971,30-12-2012,68,112,151,51,72,7,10,0
4808,1956,05-09-2013,12,2,5,6,0,1,2,0
5068,1971,31-07-2013,75,1,7,2,1,2,2,0
7628,1973,18-03-2014,10,5,24,6,3,2,4,0
7128,1977,07-12-2013,91,0,5,0,1,1,2,0
2811,1963,12-04-2014,21,0,9,0,0,1,4,0
3551,1954,29-03-2014,28,1,57,19,11,2,5,0
1663,1978,25-10-2013,97,2,14,3,0,2,2,0
5543,1966,24-06-2013,49,7,114,37,21,7,11,0
1577,1946,19-02-2014,14,79,622,207,175,4,4,1
10641,1978,27-12-2012,5,5,4,13,4,2,3,0
5336,1971,04-06-2013,37,1,9,2,0,1,1,0
6024,1953,04-03-2013,62,24,790,160,45,5,5,1
1878,1985,18-02-2014,83,6,8,6,3,2,3,0
3099,1970,25-02-2013,48,5,65,3,5,5,4,0
6055,1979,01-11-2012,94,72,376,94,145,5,8,0
5841,1966,28-06-2013,61,7,155,10,0,10,8,0
3972,1976,03-04-2013,70,6,51,8,6,7,5,0
4394,1965,23-05-2014,43,29,249,38,29,5,12,0
5758,1982,14-01-2014,23,0,69,0,0,10,13,1
6658,1972,22-07-2013,37,51,154,54,10,11,12,0
4603,1960,31-01-2014,50,32,189,0,58,5,10,0
8427,1956,23-11-2012,78,14,717,210,0,7,10,0
10260,1965,26-08-2013,74,5,74,11,5,6,5,0
7143,1955,06-11-2013,14,162,209,41,162,4,10,0
8789,1989,11-01-2014,77,40,111,36,40,3,7,0
6197,1962,20-04-2013,39,0,17,0,0,3,3,0
4554,1965,01-10-2013,89,45,73,59,10,3,8,0
4937,1973,10-06-2014,62,2,20,3,2,1,3,0
1920,1972,29-07-2013,59,4,21,6,0,3,3,0
8749,1984,01-02-2014,68,2,9,4,6,1,2,0
1650,1960,22-04-2013,13,86,537,34,69,5,12,0
10377,1958,06-06-2013,37,6,97,24,12,6,5,0
9206,1968,07-01-2014,36,48,231,112,105,5,12,0
10971,1977,03-09-2012,28,8,107,7,2,7,3,1
6398,1974,29-03-2014,2,10,13,16,0,3,3,0
9212,1962,14-02-2013,17,0,235,19,14,6,13,0
7937,1982,18-04-2014,86,7,25,6,3,3,3,0
839,1975,25-09-2013,54,4,44,6,1,3,4,0
4246,1982,12-12-2013,2,11,26,4,3,1,1,0
158,1945,17-11-2013,3,53,528,98,75,8,5,1
4832,1979,07-03-2014,84,5,17,3,24,2,2,0
5621,1969,12-12-2012,8,57,100,71,15,6,5,1
1945,1962,18-09-2013,4,36,217,172,96,7,7,0
5147,1948,29-07-2013,57,70,118,182,187,4,13,0
2535,1978,18-08-2012,24,0,480,0,126,6,8,1
11039,1975,17-09-2013,51,33,54,71,30,5,4,0
9495,1982,08-05-2013,29,108,413,141,97,2,6,0
9635,1983,20-04-2014,13,2,40,4,3,3,3,0
2173,1952,16-10-2013,23,6,7,0,3,1,3,0
942,1982,08-08-2012,36,13,78,20,13,7,3,1
9386,1962,29-05-2014,88,0,21,4,6,5,6,0
5510,1977,21-11-2012,2,6,61,0,10,5,6,0
